%Destination Airport Market ID	Destination Market
36353	"North Kingstown, RI"
36363	"Fernandina Beach, FL"
36390	"Beluga, AK"
36412	"Slaton, TX"
36414	"Picayune, MS"
36419	"Sewanee, TN"
36420	"Amendola, Italy"
36422	"Gulf Shores, AL"
36423	"Andalusia/Opp, AL"
36427	"Frankfort, MI"
36428	"Potsdam, NY"
36432	"Zhezkazgan, Kazakhstan"
36433	"Aberdeen, ID"
36439	"Ulan-Ude, Russia"
36440	"International Seafoods, AK"
36442	"Plainville, CT"
36448	"Paragould, AR"
36449	"Salome, AZ"
36451	"Gregory, SD"
36452	"Hamilton, NY"
36455	"El Palomar, Argentina"
36456	"Fremont, OH"
36457	"Barcelos, Brazil"
36459	"Muan, South Korea"
36460	"Michellville, MD"
36462	"Philadelphia, MS"
36466	"Independence Creek, AK"
36467	"Jefferson, GA"
36468	"Lebel-sur-Quevillon, Canada"
36469	"Montague, MA"
36476	"Greenwood, Canada"
36477	"Taunton, MA"
36480	"Bear Fish Camp, AK"
36485	"Simsbury, CT"
36488	"Skaneateles, NY"
36489	"Johnstown, NY"
36490	"Princeton, ME"
36492	"Red Wing, MN"
36493	"Madison, CT"
36495	"Islesboro, ME"
36496	"Honesdale, PA"
36500	"Squaw Lake, AK"
36501	"Sevierville, TN"
36502	"Beaufort, NC"
36503	"Mattituck, NY"
36507	"Chemehuevi Valley, CA"
36509	"Carlisle, PA"
36510	"Middletown, DE"
36511	"Big Piney, WY"
36514	"Petersburg, WV"
